id|file_name|convergence_time|total_messages
1227131985709269944|output_0_10_10_1.csv|33.54016895215619|84
-2359971064276792568|output_0_10_10_3.csv|36.5850868183185|62
7815748367070149279|output_0_10_10_6.csv|54.54179912176787|80
1174812104412224480|output_0_10_30_1.csv|57.745884760464634|84
7124453656266151643|output_0_10_30_3.csv|64.31720696201316|77
6796837426987795298|output_0_10_30_6.csv|79.037041341501|82
-1226890194968612121|output_0_10_5_1.csv|28.540168952156193|84
8523017922016467935|output_0_10_5_3.csv|34.60335038381765|74
-2022381910423011677|output_0_10_5_6.csv|55.73881587626729|68
-3678205242894942713|output_0_30_10_1.csv|61.119712981559225|84
2873263733964827466|output_0_30_10_3.csv|66.84299606979943|75
5813270595065428009|output_0_30_10_6.csv|81.97074479321171|80
-7535239107090837577|output_0_30_30_1.csv|85.32542878986767|84
5998363505880487555|output_0_30_30_3.csv|91.89675099141616|77
-861134340612097576|output_0_30_30_6.csv|111.3821960300763|86
3382267203760264455|output_0_30_5_1.csv|56.11971298155921|84
6377971190697843647|output_0_30_5_3.csv|61.53864798802764|76
4402706225803309121|output_0_30_5_6.csv|74.25378597467608|70
2819431063122453227|output_0_5_10_1.csv|28.540168952156193|84
-6171170036699271254|output_0_5_10_3.csv|34.98791519259624|75
3323130470226006527|output_0_5_10_6.csv|54.06404871431712|79
4607992162802998029|output_0_5_30_1.csv|52.745884760464634|84
-4729002325494194060|output_0_5_30_3.csv|59.31720696201316|77
8084902313852156920|output_0_5_30_6.csv|74.44039556294263|88
-4767238016212846520|output_0_5_5_1.csv|23.540168952156122|84
-6503987413818802145|output_0_5_5_3.csv|29.430605831385037|76
-2182619571376578006|output_0_5_5_6.csv|48.50103695145475|80
-8257270519836747714|output_10_10_10_1.csv|31.154395988801646|73
7232525737500512120|output_10_10_10_3.csv|43.8579864403055|84
4629210491691566484|output_10_10_10_6.csv|60.07721382431197|77
2309573163353466638|output_10_10_30_1.csv|56.935309000146376|73
5745140208362227465|output_10_10_30_3.csv|69.38222586648243|84
-4522737647587554789|output_10_10_30_6.csv|84.58883695205006|85
-182049735166002241|output_10_10_5_1.csv|26.154395988801607|73
3725441809554411346|output_10_10_5_3.csv|34.301097663306365|81
8136031132481093720|output_10_10_5_6.csv|49.157821265554404|75
6973135095407944323|output_10_30_10_1.csv|55.4432865355528|73
4311956903784425371|output_10_30_10_3.csv|67.50704869237549|84
-4731137223461333620|output_10_30_10_6.csv|76.3367979551627|70
-5975796753380875703|output_10_30_30_1.csv|81.22419954689751|73
2973113461917989417|output_10_30_30_3.csv|93.67111641323358|84
7440930829187856685|output_10_30_30_6.csv|108.8777274988012|85
-8963130329077923775|output_10_30_5_1.csv|50.4432865355528|73
-7421146713443598050|output_10_30_5_3.csv|61.70820038427364|85
6811529917865596101|output_10_30_5_6.csv|76.1580862710176|75
3642993796453334642|output_10_5_10_1.csv|26.154395988801646|73
3219149338725833247|output_10_5_10_3.csv|34.66126167521685|72
3659619007406966612|output_10_5_10_6.csv|50.441104649909|86
8572677851010253993|output_10_5_30_1.csv|51.935309000146376|73
-7076147493110609695|output_10_5_30_3.csv|60.430462980157955|72
7342708937936912298|output_10_5_30_6.csv|69.59605810424144|68
-8944815152870557413|output_10_5_5_1.csv|21.154395988801596|73
