id|file_name|convergence_time|total_messages
-375619804801872656|output_0_10_10_1.csv|79.97659682586794|31
7784073130418390450|output_0_10_10_3.csv|88.17431944311534|30
851078152568226851|output_0_10_10_6.csv|104.54422749632957|30
945926663302876513|output_0_10_30_1.csv|139.75557237700838|59
-6568435976274583106|output_0_10_30_3.csv|190.89107242930953|63
4319624000258379820|output_0_10_30_6.csv|128.85283760420052|55
5360035805456509066|output_0_10_5_1.csv|108.78773728937807|30
-1231703644865705848|output_0_10_5_3.csv|65.9586567554056|25
3862673978258026923|output_0_10_5_6.csv|98.95871489846292|26
-4452598955494305405|output_0_30_10_1.csv|138.07151386168428|58
-7797064344169220878|output_0_30_10_3.csv|163.89314250377203|64
-371291801754256533|output_0_30_10_6.csv|184.1786943370357|64
-4459339498519202246|output_0_30_30_1.csv|140.52248599677043|62
-5624245223807479130|output_0_30_30_3.csv|197.17742763960456|72
-3300894449491980008|output_0_30_30_6.csv|183.69981016711|66
-2017568339348024913|output_0_30_5_1.csv|138.07151386168428|58
-5928188468324288696|output_0_30_5_3.csv|163.89314250377203|64
7244300770383263547|output_0_30_5_6.csv|184.1786943370357|64
353909992358593017|output_0_5_10_1.csv|108.78773728937804|30
17195053365942455|output_0_5_10_3.csv|65.9586567554056|25
-8827236906524412984|output_0_5_10_6.csv|98.95871489846294|26
1916223085816811024|output_0_5_30_1.csv|139.34144644433212|61
-4798106442219681699|output_0_5_30_3.csv|138.7797028498587|56
-3271383484785335307|output_0_5_30_6.csv|129.64414146755038|55
-3613546048554682594|output_0_5_5_1.csv|108.78773728937807|30
-4188014327732724422|output_0_5_5_3.csv|65.9586567554056|25
-7926870386780502757|output_0_5_5_6.csv|98.95871489846292|26
4456216120017676889|output_10_10_10_1.csv|140.76017725533185|52
2522723212416021849|output_10_10_10_3.csv|136.43480564392658|52
-7924059765716191863|output_10_10_10_6.csv|153.39632048744218|52
-536419409438273596|output_10_10_30_1.csv|136.543576647586|57
2815670318946005051|output_10_10_30_3.csv|140.37719664496467|56
-9137914818717944673|output_10_10_30_6.csv|154.1485888842006|56
3213136140234039291|output_10_10_5_1.csv|60.158526341940075|25
-3888751419681686066|output_10_10_5_3.csv|82.60771783899534|26
6898477896261558609|output_10_10_5_6.csv|102.86838796331642|26
3390675880020899332|output_10_30_10_1.csv|116.63468929542233|55
8073861269387929574|output_10_30_10_3.csv|136.26359575862884|56
1597492147566845771|output_10_30_10_6.csv|181.00819122063703|63
129260015016782026|output_10_30_30_1.csv|116.6346892954224|55
-5241898474994186198|output_10_30_30_3.csv|136.26359575862887|56
-3994243557687709281|output_10_30_30_6.csv|177.40647830732735|64
8197052958540013942|output_10_30_5_1.csv|116.63468929542235|55
48159166580849313|output_10_30_5_3.csv|136.26359575862884|56
-8939574644514340690|output_10_30_5_6.csv|181.00819122063703|63
-3543456341317077081|output_10_5_10_1.csv|60.158526341940075|25
6927117864386673947|output_10_5_10_3.csv|82.60771783899534|26
-8670047415080411147|output_10_5_10_6.csv|102.86838796331644|26
-2248136000949109239|output_10_5_30_1.csv|136.543576647586|57
6298163820388184955|output_10_5_30_3.csv|140.37719664496467|56
1532228628525715367|output_10_5_30_6.csv|154.1485888842006|56
4884548539336065734|output_10_5_5_1.csv|60.158526341940075|25
3989557961396865661|output_10_5_5_3.csv|82.60771783899534|26
-4843507406431857771|output_10_5_5_6.csv|102.86838796331642|26
1948154125993922807|output_1_10_10_1.csv|106.25584427698715|40
-93653340603502486|output_1_10_10_3.csv|149.0303493545343|56
3315103777930771693|output_1_10_10_6.csv|153.8119625271859|56
-2258216072310623893|output_1_10_30_1.csv|134.07704303854536|56
-3736396392439984579|output_1_10_30_3.csv|162.5245372331353|62
-2262162541671642972|output_1_10_30_6.csv|174.51737618354545|64
-258064106643455191|output_1_10_5_1.csv|73.4953883038417|26
-7332003570933404105|output_1_10_5_3.csv|83.10384805861236|26
4718448279814289036|output_1_10_5_6.csv|94.09308490307363|26
-1141994808692376832|output_11_10_10_1.csv|118.69811669601143|47
-3543393773825827510|output_11_10_10_3.csv|124.38912866725556|51
1580307143486383320|output_11_10_10_6.csv|159.87711043303196|48
-4620931295579303266|output_11_10_30_1.csv|143.06634038530862|55
7972807775795941812|output_11_10_30_3.csv|126.82064631748042|51
3560254635763642411|output_11_10_30_6.csv|139.70290222107533|51
3475986335323282282|output_11_10_5_1.csv|84.54381054628597|26
7765600383213784679|output_11_10_5_3.csv|68.53394550340728|25
5532432348003988269|output_11_10_5_6.csv|81.4162014070022|25
-8010606302578232906|output_11_30_10_1.csv|114.60281090166234|54
4185909397364498414|output_11_30_10_3.csv|146.80426363264647|60
-6577322002781921954|output_11_30_10_6.csv|129.85596037105609|55
-1891588997067148500|output_11_30_30_1.csv|164.89605433029755|68
-6586378032151613507|output_11_30_30_3.csv|191.9736464359537|71
-5607472070823001466|output_11_30_30_6.csv|183.83481444707607|66
-8112412826993418153|output_11_30_5_1.csv|114.60281090166235|54
813443792636687621|output_11_30_5_3.csv|146.80426363264647|60
-622026466908962797|output_11_30_5_6.csv|129.85596037105609|55
-5320831666979629473|output_11_5_10_1.csv|84.54381054628595|26
-4104914769142690804|output_11_5_10_3.csv|68.53394550340724|25
-4630145486631921330|output_11_5_10_6.csv|81.41620140700219|25
-302027814379124734|output_11_5_30_1.csv|143.06634038530862|55
1582387137814940231|output_11_5_30_3.csv|126.82064631748042|51
8474586962948842779|output_11_5_30_6.csv|154.11465061583905|52
276872157978206185|output_11_5_5_1.csv|84.54381054628597|26
-28243541656149360|output_11_5_5_3.csv|68.53394550340728|25
4312318237268923195|output_11_5_5_6.csv|81.4162014070022|25
552867743716512366|output_12_10_10_1.csv|61.62993529131552|25
2558892543087554846|output_12_10_10_3.csv|84.92366992503912|27
-8461104322149172001|output_12_10_10_6.csv|107.9490474425924|26
1902189693530266387|output_12_10_30_1.csv|137.68016196534225|58
6294591581311980728|output_12_10_30_3.csv|153.04586659817778|59
-2724217831859343197|output_12_10_30_6.csv|149.03226197585397|56
-4587354714440040495|output_12_10_5_1.csv|61.62993529131552|25
-7675540738597188823|output_12_10_5_3.csv|84.92366992503912|27
-3220316639896061643|output_12_10_5_6.csv|107.94904744259237|26
-5900837150674909972|output_12_30_10_1.csv|146.83594964533555|60
-1018491085411854245|output_12_30_10_3.csv|122.98690156660388|53
-7057115176460063873|output_12_30_10_6.csv|161.56111692985763|60
2362784933850723874|output_12_30_30_1.csv|172.8095115722042|70
4772996315309302667|output_12_30_30_3.csv|180.48269972277177|70
-3134346878144943140|output_12_30_30_6.csv|205.5128443911028|72
-3519462768681779151|output_12_30_5_1.csv|146.83594964533557|60
1955271734105265922|output_12_30_5_3.csv|122.98690156660388|53
-4506590137003615512|output_12_30_5_6.csv|161.5611169298576|60
-7964930589154375841|output_12_5_10_1.csv|61.62993529131552|25
-678814858394728651|output_12_5_10_3.csv|84.92366992503912|27
7604434645957361762|output_12_5_10_6.csv|107.9490474425924|26
-9218204292770686172|output_12_5_30_1.csv|137.68016196534225|58
-143728190389362609|output_12_5_30_3.csv|153.04586659817778|59
-2308691430351511620|output_12_5_30_6.csv|149.03226197585397|56
8025946866624464368|output_12_5_5_1.csv|61.62993529131552|25
5945310341918046597|output_12_5_5_3.csv|84.92366992503912|27
-8791137697988763539|output_12_5_5_6.csv|107.94904744259237|26
-303500666914654034|output_1_30_10_1.csv|160.73290454107945|65
-8985147153012690614|output_1_30_10_3.csv|173.8178053111803|65
-4759570916850252975|output_1_30_10_6.csv|183.49261387926802|60
2710939657677064233|output_1_30_30_1.csv|169.52897556843004|68
6188134477131272295|output_1_30_30_3.csv|195.43982060511124|71
-7265075734359858781|output_1_30_30_6.csv|200.47144464194614|72
1362106067492086056|output_1_30_5_1.csv|160.7329045410794|65
-7155401984017758876|output_1_30_5_3.csv|173.8178053111803|65
1640177038381647347|output_1_30_5_6.csv|183.49261387926802|60
-1848831187926623221|output_13_10_10_1.csv|58.00135098735899|25
6804417074063084163|output_13_10_10_3.csv|39.15168904757339|15
858509010463171476|output_13_10_10_6.csv|101.18395620206374|26
-7439810300793284382|output_13_10_30_1.csv|137.08313023890963|56
-8546396159592075705|output_13_10_30_3.csv|126.47050530315803|54
-8545172799712102798|output_13_10_30_6.csv|176.82259113626327|61
4821906947447186005|output_13_10_5_1.csv|58.00135098735899|25
-8858827518994046187|output_13_10_5_3.csv|39.1516890475734|15
-8878254509395116563|output_13_10_5_6.csv|101.18395620206374|26
3169463895608100517|output_13_30_10_1.csv|114.64945352728758|55
2747733198392525482|output_13_30_10_3.csv|136.12559038792003|52
3218162665776331741|output_13_30_10_6.csv|177.88518009558152|58
-7620446280288668788|output_13_30_30_1.csv|165.60778547175588|66
969619572301625244|output_13_30_30_3.csv|179.36841983291714|64
3591746012971690002|output_13_30_30_6.csv|185.2698223134792|68
6578176467744823246|output_13_30_5_1.csv|114.64945352728758|55
-8247095965795888696|output_13_30_5_3.csv|136.12559038792003|52
-704435114199856536|output_13_30_5_6.csv|177.88518009558152|58
7514153703777709466|output_13_5_10_1.csv|58.00135098735899|25
-6924652027005002023|output_13_5_10_3.csv|39.15168904757339|15
3491780494826523203|output_13_5_10_6.csv|101.18395620206374|26
-5545460453875506587|output_13_5_30_1.csv|139.72203976268543|58
-6138142041850253752|output_13_5_30_3.csv|126.47050530315803|54
4795149313886264631|output_13_5_30_6.csv|176.82259113626327|61
6743358870249556492|output_13_5_5_1.csv|58.00135098735899|25
-4458862382644234050|output_13_5_5_3.csv|39.1516890475734|15
7240518721164109101|output_13_5_5_6.csv|101.18395620206374|26
4126809850343814746|output_14_10_10_1.csv|110.22482392971735|34
-6991668630642269765|output_14_10_10_3.csv|85.58639851185976|30
-4020099791580959708|output_14_10_10_6.csv|97.87546784532428|30
-8604591391068278412|output_14_10_30_1.csv|108.07934291528483|44
-6995727483508479476|output_14_10_30_3.csv|160.63173281326678|60
4222655723098606269|output_14_10_30_6.csv|155.58320387073215|56
4803390409619960565|output_14_10_5_1.csv|80.63595781926682|29
6379607274283156819|output_14_10_5_3.csv|90.37783978270588|26
106419190509911878|output_14_10_5_6.csv|101.6124888405434|26
-3270102982521264071|output_14_30_10_1.csv|160.10520791574305|63
-8958154642341661868|output_14_30_10_3.csv|168.27610949977176|66
-7741870649565942847|output_14_30_10_6.csv|176.9322506790036|63
6880765154213434159|output_14_30_30_1.csv|187.00708809340315|72
-3246695873723545605|output_14_30_30_3.csv|168.2761094997718|66
7770872866116690667|output_14_30_30_6.csv|175.50829323464316|63
-8652742448571791584|output_14_30_5_1.csv|160.10520791574305|63
6583304764555613338|output_14_30_5_3.csv|168.27610949977185|66
796504310432635217|output_14_30_5_6.csv|176.93225067900354|63
7088543182135198830|output_14_5_10_1.csv|80.63595781926679|29
7527037938657497084|output_14_5_10_3.csv|90.37783978270588|26
-3896637403610167074|output_14_5_10_6.csv|101.6124888405434|26
2803305288589750556|output_14_5_30_1.csv|107.94010313332586|44
1111833502609282766|output_14_5_30_3.csv|160.63173281326678|60
-6299414559908569093|output_14_5_30_6.csv|155.58320387073215|56
1358084297371822928|output_14_5_5_1.csv|80.63595781926682|29
3854206819720153575|output_14_5_5_3.csv|90.37783978270588|26
4765866404307330357|output_14_5_5_6.csv|101.6124888405434|26
-8440432985005965170|output_15_10_10_1.csv|119.39556629128066|55
8849281758879492230|output_15_10_10_3.csv|144.4151080173015|56
7052215910674153625|output_15_10_10_6.csv|119.7726592196538|40
-677233549992460198|output_1_5_10_1.csv|73.4953883038417|26
-8334774023469878878|output_15_10_30_1.csv|119.39556629128072|55
-4370738924210971947|output_15_10_30_3.csv|144.41510801730155|56
-407325029291686384|output_15_10_30_6.csv|119.77265921965386|40
9090600663544294921|output_1_5_10_3.csv|83.10384805861236|26
-1884719244630565486|output_15_10_5_1.csv|60.45069057019352|25
-7127629945063690840|output_15_10_5_3.csv|93.41070959136793|26
8925003018873636071|output_15_10_5_6.csv|105.41272291699589|26
604625552651782347|output_1_5_10_6.csv|94.09308490307363|26
-5211142960989074348|output_15_30_10_1.csv|140.4754978640595|57
-105059422113648327|output_15_30_10_3.csv|125.82696191224488|55
722292077807852666|output_15_30_10_6.csv|154.81996915397306|56
6923040837037059312|output_1_5_30_1.csv|106.25584427698718|40
8832656306893860361|output_15_30_30_1.csv|147.29877633404504|62
7632091127789299187|output_15_30_30_3.csv|127.48979863636714|55
6384619062096678642|output_15_30_30_6.csv|159.88795607653987|57
1906077980923704499|output_1_5_30_3.csv|149.03034935453437|56
2901176034431650719|output_15_30_5_1.csv|140.4754978640595|57
-7641443444231164745|output_15_30_5_3.csv|125.82696191224488|55
4478408111063994783|output_15_30_5_6.csv|154.81996915397306|56
2799519733192857208|output_1_5_30_6.csv|153.81196252718595|56
-3649465767892118736|output_15_5_10_1.csv|60.45069057019354|25
-1250606065719913848|output_15_5_10_3.csv|93.41070959136795|26
7348225335500792554|output_15_5_10_6.csv|105.4127229169959|26
3580976880831146398|output_1_5_5_1.csv|73.4953883038417|26
1447736100889454888|output_15_5_30_1.csv|119.39556629128072|55
-3245046049661950703|output_15_5_30_3.csv|144.41510801730155|56
-897133453062578820|output_15_5_30_6.csv|119.77265921965386|40
-1916346323934704738|output_1_5_5_3.csv|83.10384805861236|26
1420760131913280544|output_15_5_5_1.csv|60.45069057019352|25
3527443970537594682|output_15_5_5_3.csv|93.41070959136793|26
6705499938389924987|output_15_5_5_6.csv|105.41272291699589|26
8870310229582894020|output_1_5_5_6.csv|94.09308490307363|26
5179892864999850644|output_16_10_10_1.csv|57.96703392984766|25
5169149713842028151|output_16_10_10_3.csv|87.86869164975897|26
-6773928712677824711|output_16_10_10_6.csv|97.09553708988282|26
1891398201441994534|output_16_10_30_1.csv|160.55589532868817|63
-3150301815658785707|output_16_10_30_3.csv|173.05614176563972|66
2174787924916637834|output_16_10_30_6.csv|174.68056444493686|61
6140458040726056615|output_16_10_5_1.csv|57.96703392984765|25
-9071589192428897920|output_16_10_5_3.csv|87.86869164975897|26
-8345500058762380971|output_16_10_5_6.csv|97.09553708988282|26
-3177911468576690190|output_16_30_10_1.csv|137.98548515376893|60
4488603396173911539|output_16_30_10_3.csv|142.98968491754962|56
-992554974396689956|output_16_30_10_6.csv|151.10485252638418|56
-858640005532864803|output_16_30_30_1.csv|137.98548515376893|60
8042999776533081959|output_16_30_30_3.csv|174.75226652929922|64
3594043814622669585|output_16_30_30_6.csv|175.92450440885813|66
2465013128202422992|output_16_30_5_1.csv|137.98548515376893|60
5294476445058576138|output_16_30_5_3.csv|142.98968491754962|56
-4477101358378560533|output_16_30_5_6.csv|151.10485252638418|56
1185655121336364378|output_16_5_10_1.csv|57.96703392984766|25
796218804376148751|output_16_5_10_3.csv|87.86869164975897|26
4393869073249712896|output_16_5_10_6.csv|97.09553708988282|26
1331519878614160819|output_16_5_30_1.csv|160.55589532868817|63
6787140996877031689|output_16_5_30_3.csv|173.05614176563972|66
-8607417268875818282|output_16_5_30_6.csv|174.68056444493686|61
-6342878976685597008|output_16_5_5_1.csv|57.96703392984765|25
-3762967588499754814|output_16_5_5_3.csv|87.86869164975897|26
2892419743029848827|output_16_5_5_6.csv|97.09553708988282|26
1251012388821016218|output_17_10_10_1.csv|142.73403335852248|56
